Ticker,Name,Sector,P/E,P/B,PEG,D/E,ROIC,Dividend Yield %,1M %,1Y %,Peter Lynch,Personal Model
AGI.TO,ALAMOS GOLD INC CLS A,Basic Materials,31.87,4.03,,0.07,0.15,0.0,0.78,52.33,0.0,62.5
X.TO,TMX GROUP LIMITED,Financial Services,38.22,3.46,,0.43,0.31,0.01,4.95,38.59,0.0,50.0
SMIN.L,SMITHS GROUP PLC ORD 37.5P,Industrials,26.02,349.11,1.69,0.3,,0.0,2.75,34.18,1.19,75.0
SJM,The J.M. Smucker Company,Consumer Defensive,,1.94,2.33,1.28,-0.05,0.04,7.01,-6.53,0.0,25.0
KRX,,,,,,0.0,,,,,0.0,12.5
ANTO.L,ANTOFAGASTA PLC ORD 5P,Basic Materials,32.13,210.88,,0.46,,0.0,5.44,11.58,0.0,50.0
9532.T,OSAKA GAS CO,Utilities,12.33,0.99,,0.5,0.03,0.02,10.99,19.09,0.0,37.5
SRG,Seritage Growth Properties,Real Estate,,0.42,,0.63,-0.21,0.0,-4.65,-38.15,0.0,12.5
COLO-B.CO,Coloplast B A/S,Healthcare,29.79,7.99,2.4,1.43,0.19,0.04,-0.86,-33.07,0.83,75.0
AGN,,,,,,0.0,,,,,0.0,12.5
UDR,"UDR, Inc.",Real Estate,97.67,3.85,,1.39,0.04,0.04,-7.01,-9.03,0.0,25.0
NDSN,Nordson Corporation,Industrials,27.23,4.03,1.77,0.78,0.13,0.01,-4.72,-9.98,1.13,75.0
MNDY,monday.com Ltd.,Technology,250.55,11.49,1.22,0.11,0.04,0.0,-18.93,9.9,1.64,62.5
ENTG,"Entegris, Inc.",Technology,37.51,2.91,1.52,1.06,0.07,0.01,-15.95,-29.63,1.32,50.0
IEX,IDEX Corporation,Industrials,25.65,2.97,1.62,0.47,0.11,0.02,-13.27,-18.57,1.23,75.0
Z,"Zillow Group, Inc.",Communication Services,,4.11,,0.07,-0.01,0.0,11.43,55.86,0.0,25.0
NWSA,News Corporation,Communication Services,33.95,1.84,3.1,0.31,0.1,0.01,-3.22,2.81,0.65,62.5
EXO,,,,,,0.0,,,,,0.0,12.5
DSCT.TA,ISRAEL DISCOUNT BK,Financial Services,9.9,118.05,,0.0,,0.0,-7.46,61.29,0.0,25.0
ENX,19801,Financial Services,,0.94,,0.43,,0.04,1.83,-4.63,0.0,25.0
ABN,286776,,,,,0.0,,,,,0.0,12.5
GFL.TO,GFL ENVIRONMENTAL INC,Industrials,1736.5,3.29,,0.91,0.03,0.0,6.68,27.61,0.0,12.5
AMH,American Homes 4 Rent,Real Estate,31.01,1.78,,0.66,0.05,0.03,-2.96,-10.22,0.0,37.5
BVI,Bureau Veritas SA,,,,,0.0,,,,,0.0,12.5
PAYC,"Paycom Software, Inc.",Technology,30.98,6.94,2.39,0.05,0.32,0.0,-1.76,45.44,0.84,100.0
CARL-B.CO,Carlsberg B A/S,Consumer Defensive,15.87,3.9,,1.25,,0.03,-9.02,0.69,0.0,37.5
MG.TO,MAGNA INTERNATIONAL INC,Consumer Cyclical,9.96,1.32,,0.63,0.11,0.03,2.65,8.66,0.0,50.0
BAX,Baxter International Inc.,Healthcare,,1.66,,1.33,0.0,0.03,-22.73,-36.23,0.0,12.5
BALN.SW,BALOISE N,Financial Services,24.32,2.58,,1.66,,0.04,5.91,31.55,0.0,25.0
H.TO,HYDRO ONE LIMITED,Utilities,25.02,2.48,3.41,1.44,0.07,0.02,3.42,15.77,0.59,37.5
RTO.L,RENTOKIL INITIAL PLC ORD 1P,Industrials,42.06,181.19,1.72,1.16,,0.0,10.35,-17.48,1.17,37.5
1812.T,KAJIMA CORP,Industrials,15.57,1.57,,0.59,0.05,0.03,9.09,71.71,0.0,25.0
PAAS.TO,PAN AMERICAN SILVER CORP,Basic Materials,21.66,3.21,,0.17,0.15,0.01,12.4,72.39,0.0,50.0
SGRO.L,SEGRO PLC ORD 10P,Real Estate,13.99,72.1,,0.41,,0.0,-3.07,-27.13,0.0,50.0
FME,,,,,,0.0,,,,,0.0,12.5
UHS,"Universal Health Services, Inc.",Healthcare,9.09,1.58,,0.7,0.15,0.0,-5.46,-19.94,0.0,62.5
NICE.TA,NICE LTD,Technology,21.27,954.69,1.02,0.15,0.16,0.0,-7.29,-18.61,1.95,87.5
3626.T,TIS INC.,Technology,23.07,3.38,,0.1,0.1,0.01,5.35,57.53,0.0,62.5
TEL.OL,TELENOR,Communication Services,21.29,3.39,,1.43,0.14,0.06,2.31,26.65,0.0,62.5
AKZA,,,,,,0.0,,,,,0.0,12.5
8697.T,JAPAN EXCHANGE GROUP,Financial Services,26.31,5.09,9.91,0.16,0.11,0.02,4.35,-2.43,0.2,62.5
BNZL.L,BUNZL PLC ORD 32 1/7P,Consumer Defensive,15.22,267.9,1.93,1.36,,0.0,-1.56,-28.63,1.04,62.5
PSON.L,PEARSON PLC ORD 25P,Communication Services,16.54,198.12,,0.42,,0.0,1.08,3.27,0.0,37.5
RVTY,"Revvity, Inc.",Healthcare,37.76,1.35,0.62,0.45,0.04,0.0,-13.73,-26.87,3.22,62.5
ELS,"Equity Lifestyle Properties, In",Real Estate,31.01,6.64,,1.81,0.1,0.03,-2.59,-16.28,0.0,50.0
ASRNL,,,,,,0.0,,,,,0.0,12.5
1113.HK,CK ASSET,Real Estate,9.56,0.34,1.57,0.14,,0.05,7.2,21.57,1.28,62.5
6326.T,KUBOTA CORP,Industrials,12.01,0.85,2.47,0.8,0.06,0.03,11.56,-6.1,0.81,50.0
FUTU,Futu Holdings Limited,Financial Services,27.05,0.74,,0.37,0.2,0.0,23.28,176.3,0.0,62.5
SOLV,Solventum Corporation,Healthcare,33.82,3.49,,2.14,0.07,0.0,-2.25,21.13,0.0,25.0
GALP,,,,,,0.0,,,,,0.0,12.5
BKT,BlackRock Income Trust Inc. (Th,Financial Services,83.79,0.99,,0.31,,0.09,0.51,-4.71,0.0,25.0
BESI,5829,,,,,0.0,,,,,0.0,12.5
WTRG,"Essential Utilities, Inc.",Utilities,16.64,1.62,4.59,1.16,0.06,0.03,4.56,-1.85,0.44,37.5
3407.T,ASAHI KASEI CORP,Basic Materials,11.41,0.83,,0.65,-0.01,0.03,9.99,16.2,0.0,12.5
1802.T,OBAYASHI CORP,Industrials,11.42,1.43,,0.31,0.04,0.03,7.9,27.26,0.0,50.0
WTB.L,WHITBREAD PLC ORD 76 122/153P,Consumer Cyclical,21.79,160.7,,1.69,,0.0,3.57,8.66,0.0,37.5
MRO.L,MELROSE INDUSTRIES PLC ORD GBP0,Industrials,23.64,265.02,1.01,0.63,,0.0,12.4,20.1,1.98,37.5
LIFCO-B.ST,Lifco AB ser.B,Industrials,45.89,8.73,,0.62,0.28,0.01,-11.32,13.73,0.0,37.5
GIL.TO,GILDAN ACTIVEWEAR INC.,Consumer Cyclical,16.5,7.47,,1.39,0.21,0.01,2.47,24.86,0.0,62.5
SVT.L,SEVERN TRENT PLC ORD 97 17/19P,Utilities,34.3,442.01,,5.48,,0.0,-1.66,3.53,0.0,12.5
9697.T,CAPCOM CO LTD,Communication Services,34.2,7.09,2.2,0.03,0.1,0.01,-10.65,41.04,0.91,75.0
ALGN,"Align Technology, Inc.",Healthcare,23.59,2.59,0.88,0.03,0.16,0.0,-28.44,-34.92,2.28,87.5
EFN.TO,ELEMENT FLEET MANAGEMENT CORP,Industrials,27.44,5.32,,3.48,0.04,0.01,6.55,44.54,0.0,25.0
BXP,"BXP, Inc.",Real Estate,3162.5,1.9,0.34,2.11,0.03,0.06,-7.39,-7.83,5.9,37.5
DSG.TO,DESCARTES SYS,Technology,61.35,8.23,,0.01,0.13,0.0,-0.4,6.64,0.0,37.5
FGR,,,,,,0.0,,,,,0.0,12.5
9042.T,HANKYU HANSHIN HOLDINGS INC,Industrials,15.5,0.98,,1.14,0.01,0.01,13.11,5.54,0.0,12.5
8601.T,DAIWA SECURITIES GROUP,Financial Services,10.21,0.95,,10.57,,0.05,10.23,14.34,0.0,25.0
6383.T,DAIFUKU CO LTD,Industrials,28.73,4.05,5.41,0.15,0.1,0.01,24.53,91.13,0.37,75.0
NLY,Annaly Capital Management Inc.,Real Estate,19.81,1.12,,7.14,,0.13,5.59,2.9,0.0,12.5
ERF,,,,,,0.0,,,,,0.0,12.5
CAG,"ConAgra Brands, Inc.",Consumer Defensive,8.02,1.03,12.12,0.93,0.09,0.07,-6.78,-36.15,0.17,37.5
7270.T,SUBARU CORPORATION,Consumer Cyclical,6.61,0.82,,0.15,0.11,0.04,22.3,21.76,0.0,37.5
SNAP,Snap Inc.,Communication Services,,6.02,,2.03,-0.08,0.0,-20.49,-18.12,0.0,12.5
RO.SW,ROCHE I,Healthcare,21.96,7.16,0.68,1.05,,0.04,-5.57,-13.43,2.95,75.0
FM.TO,FIRST QUANTUM MINERALS LTD,Basic Materials,67.89,1.73,,0.66,0.07,0.0,-1.9,52.02,0.0,0.0
REA.AX,REA GROUP FPO [REA],Communication Services,47.83,16.97,,0.04,,0.01,4.1,29.73,0.0,50.0
ERIE,Erie Indemnity Company,Financial Services,30.44,9.04,,0.01,,0.01,4.81,-20.59,0.0,50.0
AFG,"American Financial Group, Inc.",Financial Services,14.2,2.46,,0.39,0.18,0.03,2.9,1.61,0.0,37.5
MOWI.OL,MOWI,Consumer Defensive,26.61,27.9,,0.67,0.1,0.0,5.43,10.59,0.0,25.0
MKS.L,MARKS AND SPENCER GROUP PLC ORD,Consumer Cyclical,23.71,227.55,0.59,1.0,,0.0,-1.16,4.8,3.4,50.0
WCP.TO,WHITECAP RESOURCES INC,Energy,6.92,1.12,,0.32,0.1,0.07,6.76,2.02,0.0,62.5
3088.T,MATSUKIYOCOCOKARA & CO,Healthcare,25.18,2.61,,0.0,0.08,0.01,9.92,49.27,0.0,50.0
MAERSK-B.CO,A.P. Møller - Mærsk B A/S,Industrials,4.99,3.85,,0.3,,0.0,12.26,33.72,0.0,50.0
METSO,,,,,,0.0,,,,,0.0,12.5
GWO.TO,GREAT-WEST LIFECO INC,Financial Services,13.29,1.85,,0.28,0.13,0.04,4.08,32.93,0.0,37.5
ABF.L,ASSOCIATED BRITISH FOODS PLC OR,Consumer Defensive,12.5,147.27,1.8,0.32,,0.0,7.27,-9.12,1.11,62.5
9021.T,WEST JAPAN RAILWAY CO,Industrials,14.2,1.36,,1.12,0.02,0.02,4.47,28.02,0.0,25.0
IOT,Samsara Inc.,Technology,,17.03,,0.07,-0.14,0.0,-12.55,-11.74,0.0,25.0
SHL.AX,SONIC HLTH FPO [SHL],Healthcare,24.26,1.62,,0.58,,0.04,2.83,1.73,0.0,37.5
GRAB,Grab Holdings Limited,Technology,244.0,3.13,,0.3,0.01,0.0,1.67,50.62,0.0,25.0
3402.T,TORAY INDUSTRIES INC,Consumer Cyclical,19.51,0.87,,0.46,0.01,0.02,-3.8,29.4,0.0,37.5
EVN.AX,EVOLUTION FPO [EVN],Basic Materials,21.89,3.44,,0.47,,0.02,-2.3,106.47,0.0,62.5
BPE,,,,,,0.0,,,,,0.0,12.5
TLC.AX,LOTTERY FPO [TLC],Consumer Cyclical,28.58,40.52,,9.1,,0.03,3.04,12.89,0.0,37.5
VACN.SW,VAT GROUP N,Industrials,38.38,12.32,,0.59,,0.02,-15.42,-29.93,0.0,50.0
HELN.SW,HELVETIA HOLDING N,Financial Services,22.83,2.96,,0.55,,0.03,6.16,61.7,0.0,25.0
3.HK,,,,,,0.0,,,,,0.0,12.5
MOH,Molina Healthcare Inc,Healthcare,7.74,1.84,,0.77,0.21,0.0,-32.08,-53.6,0.0,50.0
ADDT-B.ST,Addtech AB ser. B,Industrials,46.73,12.51,,0.78,0.39,0.01,4.26,5.9,0.0,50.0
AUTO.L,AUTO TRADER GROUP PLC ORD 1P,Communication Services,25.59,1265.84,,0.01,,0.0,0.71,3.1,0.0,50.0
AVTR,"Avantor, Inc.",Healthcare,11.39,1.25,,0.67,0.1,0.0,-16.36,-53.96,0.0,25.0
FORTUM,,,,,,0.0,,,,,0.0,12.5
EN,35076,,,,,0.0,,,,,0.0,12.5
TAP,Molson Coors Beverage Company,Consumer Defensive,10.0,0.75,6.98,0.47,0.08,0.04,2.65,-4.32,0.29,50.0
BN4.SI,Keppel,Industrials,17.51,1.52,2.57,1.07,,0.04,11.43,44.69,0.78,50.0
G24,,,,,,0.0,,,,,0.0,12.5
C38U.SI,CapLand IntCom T,Real Estate,16.14,1.06,63.07,0.58,,0.05,4.15,8.65,0.03,37.5
8113.T,UNICHARM CORP,Consumer Defensive,21.23,2.32,2.31,0.02,0.19,0.02,-2.04,-38.51,0.87,75.0
BSY,"Bentley Systems, Incorporated",Technology,68.58,14.47,2.79,1.1,0.14,0.0,-4.31,10.56,0.72,50.0
4523.T,EISAI CO LTD,Healthcare,26.89,1.5,,0.28,0.03,0.04,10.0,-20.16,0.0,50.0
TLX,Telix Pharmaceuticals Limited,Healthcare,126.0,6.68,,1.02,,0.0,-27.72,-25.15,0.0,12.5
SKF-B.ST,"SKF, AB ser. B",Industrials,19.9,2.01,1.63,0.35,0.17,0.03,7.95,25.33,1.23,75.0
27.HK,,,,,,0.0,,,,,0.0,12.5
NHY.OL,NORSK HYDRO,Basic Materials,13.27,1.27,,0.35,0.15,0.04,7.09,15.26,0.0,50.0
MAERSK-A.CO,A.P. Møller - Mærsk A A/S,Industrials,4.92,3.8,,0.3,,0.0,11.77,33.95,0.0,50.0
9502.T,CHUBU ELECTRIC POWER CO INC,Utilities,7.38,0.53,,1.0,0.02,0.03,5.65,11.47,0.0,12.5
CAR.AX,CAR GROUP FPO [CAR],Communication Services,54.41,4.55,,0.43,,0.02,-0.72,13.25,0.0,25.0
TRYG.CO,Tryg A/S,Financial Services,19.99,2.64,,0.15,,0.05,0.81,10.98,0.0,37.5
HM-B.ST,"Hennes & Mauritz AB, H & M ser.",Consumer Cyclical,22.55,6.09,1.81,2.01,0.43,0.05,2.55,-11.96,1.11,75.0
MNG.L,M&G PLC,Financial Services,,187.52,,2.08,,0.0,1.48,29.3,0.0,0.0
SGH.AX,SGHLIMITED FPO [SGH],,25.82,4.44,,0.0,,0.01,0.47,16.48,0.0,25.0
TELIA.ST,Telia Company AB,Communication Services,25.4,2.73,19.04,1.76,0.1,0.06,1.74,11.74,0.11,37.5
3659.T,NEXON CO LTD,Communication Services,19.98,2.46,85.93,0.04,0.08,0.01,6.46,-4.84,0.02,37.5
S32.AX,SOUTH32 FPO [S32],Basic Materials,,1.49,,0.18,,0.02,-0.66,6.71,0.0,25.0
5713.T,SUMITOMO METAL MINING CO,Basic Materials,60.7,0.54,,0.0,0.02,0.03,0.63,1.7,0.0,25.0
SIG.AX,SIGMAHEALT FPO [SIG],Healthcare,,6.16,,0.16,,0.0,-4.35,132.52,0.0,25.0
AC,"Associated Capital Group, Inc.",Financial Services,20.21,0.86,,0.0,0.05,0.0,-2.49,8.31,0.0,25.0
CON,Concentra Group Holdings Parent,Healthcare,15.78,8.09,,5.93,0.16,0.0,5.98,-5.75,0.0,50.0
4612.T,NIPPON PAINT HOLDINGS CO LTD,Basic Materials,23.12,2.09,1.53,0.95,0.06,0.01,11.24,46.78,1.31,62.5
DAL,"Delta Air Lines, Inc.",Industrials,7.8,1.99,,1.28,0.2,0.01,6.18,36.49,0.0,62.5
ORSTED.CO,ORSTED A/S,Utilities,114.72,1.98,,0.95,0.04,0.0,11.09,-25.46,0.0,12.5
ITRK.L,INTERTEK GROUP PLC ORD 1P,Industrials,20.98,666.38,2.79,1.24,,0.0,-2.93,1.38,0.72,50.0
WISE.L,WISE PLC CLS A ORD GBP0.01,Technology,25.5,747.8,4.96,0.13,,0.0,-7.02,52.01,0.4,62.5
MPL.AX,MEDIBANK FPO [MPL],Financial Services,28.0,5.79,,0.09,,0.03,0.4,32.28,0.0,50.0
BNR,Burning Rock Biotech Limited,Healthcare,,0.13,,0.07,-0.37,0.0,84.32,4.12,0.0,12.5
4689.T,LY CORPORATION,Consumer Cyclical,23.5,1.17,1.25,0.57,0.02,0.01,-7.16,28.8,1.6,50.0
KGF.L,KINGFISHER PLC ORD 15 5/7P,Consumer Cyclical,27.62,77.56,1.18,0.37,,0.0,-2.33,3.02,1.69,62.5
FSV.TO,FIRSTSERVICE CORPORATION,Real Estate,63.4,9.88,,0.9,0.14,0.0,12.19,16.86,0.0,37.5
7911.T,TOPPAN HOLDINGS INC,Industrials,14.18,0.94,,0.33,0.06,0.01,7.66,8.16,0.0,25.0
S68.SI,SGX,Financial Services,26.7,8.44,3.67,0.35,,0.0,2.76,63.14,0.54,75.0
LI,Li Auto Inc.,Consumer Cyclical,23.39,0.35,1.32,0.23,0.12,0.0,-8.12,24.64,1.51,75.0
ELE,101388,,,,,0.0,,,,,0.0,12.5
BSL.AX,BLUESCOPE FPO [BSL],Basic Materials,19.45,0.93,,0.06,,0.03,-3.26,16.21,0.0,25.0
TREL-B.ST,Trelleborg AB ser. B,Industrials,22.43,2.18,,0.29,0.15,0.02,-4.73,-6.55,0.0,50.0
CA,Xtrackers California Municipal ,,,,,0.0,,,-0.31,-3.7,0.0,12.5
4755.T,RAKUTEN GROUP INC,Consumer Cyclical,,2.11,,4.62,0.0,0.0,2.83,3.52,0.0,0.0
RIVN,"Rivian Automotive, Inc.",Consumer Cyclical,,2.36,,0.84,-0.3,0.0,-10.21,-15.48,0.0,0.0
SGP.AX,STOCKLAND. STAPLED [SGP],Real Estate,29.63,1.35,,0.56,,0.04,1.99,26.52,0.0,25.0
DVA,DaVita Inc.,Healthcare,12.76,-26.0,1.68,8.25,0.2,0.0,-9.94,-7.7,1.19,75.0
YAR.OL,YARA INTERNATIONAL,Basic Materials,13.17,11.7,,0.52,0.11,0.0,-4.39,23.58,0.0,50.0
TIH.TO,TOROMONT IND,Industrials,23.83,3.8,,0.33,0.18,0.01,12.45,13.72,0.0,62.5
IAG.TO,IA FINANCIAL CORPORATION,Financial Services,13.19,1.86,,0.41,0.16,0.03,-2.46,46.7,0.0,50.0
LKQ,LKQ Corporation,Consumer Cyclical,10.75,1.16,0.92,0.9,0.11,0.04,-23.68,-24.65,2.17,62.5
6869.T,SYSMEX CORP,Healthcare,23.74,2.76,,0.14,0.09,0.02,-16.29,-21.24,0.0,25.0
UNI,Unicaja Banco SA,,,,,0.0,,,,,0.0,12.5
ALA.TO,ALTAGAS LTD.,Energy,15.87,1.5,,1.13,0.08,0.03,6.26,26.48,0.0,12.5
HEIO,,,,,,0.0,,,,,0.0,12.5
CPB,The Campbell's Company,Consumer Defensive,21.63,2.5,0.58,1.88,0.09,0.05,4.51,-33.97,3.45,50.0
SYENS,,,,,,0.0,,,,,0.0,12.5
ASX.AX,ASX FPO [ASX],Financial Services,25.72,3.33,,0.09,,0.03,-9.1,1.38,0.0,37.5
HEN,,,,,,0.0,,,,,0.0,12.5
ORNBV,,,,,,0.0,,,,,0.0,12.5
HRL,Hormel Foods Corporation,Consumer Defensive,20.94,1.95,2.85,0.36,0.09,0.04,-8.42,-11.08,0.7,50.0
GBLB,,,,,,0.0,,,,,0.0,12.5
MZTF.TA,MIZRAHI TEFAHOT BK,Financial Services,9.73,165.24,,0.0,,0.0,-8.41,53.91,0.0,37.5
EMSN.SW,EMS-CHEMIE N,Basic Materials,31.23,8.22,,0.0,,0.02,3.78,-8.83,0.0,50.0
ALO,,,,,,0.0,,,,,0.0,12.5
66.HK,,,,,,0.0,,,,,0.0,12.5
TEN,Tsakos Energy Navigation Ltd,Energy,4.53,0.34,,0.96,,0.0,-1.65,-14.69,0.0,12.5
SCA-B.ST,Svenska Cellulosa AB SCA ser. B,Basic Materials,24.43,0.89,,0.15,0.05,0.02,7.04,-3.7,0.0,50.0
83.HK,,,,,,0.0,,,,,0.0,12.5
C6L.SI,SIA,Industrials,8.27,1.24,,0.8,0.12,0.06,-8.67,11.05,0.0,62.5
JPY.T,,,,,,0.0,,,,,0.0,12.5
AKRBP.OL,AKER BP,Energy,20.5,13.0,,0.73,0.33,0.01,-7.15,-4.13,0.0,37.5
SKA-B.ST,Skanska AB ser. B,Industrials,15.79,1.65,,0.29,0.15,0.03,5.71,18.51,0.0,50.0
4188.T,MITSUBISHI CHEMICAL GROUP CORP,Basic Materials,24.9,0.63,,0.91,0.04,0.04,2.66,-5.49,0.0,12.5
KEY.TO,KEYERA CORP,Energy,18.51,3.48,,1.36,0.14,0.05,0.14,9.98,0.0,50.0
4911.T,SHISEIDO COMPANY LIMITED,Consumer Defensive,,1.67,,0.53,0.01,0.01,0.45,-32.66,0.0,25.0
CAE.TO,CAE INC,Industrials,30.97,2.58,,0.7,0.09,0.0,-4.1,70.63,0.0,25.0
JMT,,,,,,0.0,,,,,0.0,12.5
8136.T,SANRIO CO LTD,Consumer Cyclical,36.9,13.76,2.35,0.42,0.1,0.01,-5.41,77.98,0.85,87.5
BOL.ST,Boliden AB,Basic Materials,10.92,1.28,,0.39,0.12,0.0,4.94,7.45,0.0,37.5
FOX,Fox Corporation,Communication Services,10.0,1.84,,0.6,0.19,0.01,-2.65,34.4,0.0,62.5
7309.T,SHIMANO INC,Consumer Cyclical,40.16,1.75,9.85,0.0,0.07,0.02,-18.88,-39.43,0.2,25.0
UAL,"United Airlines Holdings, Inc.",Industrials,8.96,2.16,5.77,2.45,0.14,0.0,9.95,115.36,0.35,62.5
288.HK,,,,,,0.0,,,,,0.0,12.5
CCL.B.TO,,,,,,0.0,,,,,0.0,12.5
A17U.SI,CapLand Ascendas REIT,Real Estate,17.0,1.24,10.24,0.69,,0.06,1.49,2.64,0.2,37.5
ELISA,,,,,,0.0,,,,,0.0,12.5
8951.T,NIPPON BUILDING FUND INC,Real Estate,25.91,0.35,,0.82,,0.04,7.28,17.25,0.0,25.0
4204.T,SEKISUI CHEMICAL CO,Industrials,13.85,1.41,,0.14,0.05,0.03,6.21,29.63,0.0,37.5
RNO,50685,,,,,0.0,,,,,0.0,12.5
CTC.A.TO,,,,,,0.0,,,,,0.0,12.5
8593.T,MITSUBISHI HC CAPITAL INC,Financial Services,12.42,0.94,,4.92,0.01,0.03,8.9,17.92,0.0,25.0
OMV,,,,,,0.0,,,,,0.0,12.5
TFII.TO,TFI INTERNATIONAL INC,Industrials,19.82,3.67,,1.13,0.12,0.01,-5.89,-40.9,0.0,37.5
PAH3,,,,,,0.0,,,,,0.0,12.5
2801.T,KIKKOMAN CORP,Consumer Defensive,20.14,2.46,13.7,0.11,0.09,0.02,1.75,-19.66,0.15,37.5
TEL2-B.ST,Tele2 AB ser. B,Communication Services,26.02,5.45,8.02,1.52,0.14,0.04,10.99,41.6,0.25,75.0
OTEX.TO,OPEN TEXT CORPORATION,Technology,12.65,2.76,,1.69,0.08,0.0,2.98,3.08,0.0,25.0
EDEN,iShares Inc iShares MSCI Denmar,,15.25,,,0.0,,,-6.35,-13.84,0.0,25.0
9843.T,NITORI HOLDINGS CO LTD,Consumer Cyclical,,1.64,,0.21,0.12,0.01,-0.19,-33.06,0.0,25.0
EVD,,,,,,0.0,,,,,0.0,12.5
NESTE,,,,,,0.0,,,,,0.0,12.5
4151.T,KYOWA KIRIN CO LTD,Healthcare,36.29,1.66,,0.03,0.09,0.02,6.48,-10.11,0.0,25.0
1801.T,TAISEI CORP,Industrials,14.07,1.9,,0.35,0.03,0.02,12.01,71.88,0.0,37.5
3064.T,MONOTARO CO.LTD,Consumer Cyclical,46.4,11.94,,0.09,0.26,0.01,-2.22,18.39,0.0,62.5
7259.T,AISIN CORPORATION,Consumer Cyclical,16.31,0.86,,0.3,0.02,0.03,23.03,43.52,0.0,25.0
ENT.L,ENTAIN PLC ORD EUR0.01,Consumer Cyclical,,387.92,,1.97,,0.0,0.62,70.55,0.0,12.5
RXL,ProShares Ultra Health Care,,23.42,,,0.0,,,-7.87,-30.24,0.0,25.0
ZAL,,,,,,0.0,,,,,0.0,12.5
6479.T,MINEBEA MITSUMI INC,Technology,17.52,1.4,,0.69,0.04,0.02,19.13,-5.76,0.0,25.0
6504.T,FUJI ELECTRIC CO. LTD.,Industrials,14.43,1.97,,0.13,0.1,0.02,40.67,27.47,0.0,25.0
T.TO,TELUS CORPORATION,Communication Services,34.0,2.21,,2.07,0.05,0.07,-2.3,-1.82,0.0,25.0
ORK.OL,ORKLA,Consumer Defensive,18.51,2.45,,0.45,0.14,0.04,3.08,22.28,0.0,62.5
KBX,,,,,,0.0,,,,,0.0,12.5
QBR.B.TO,,,,,,0.0,,,,,0.0,12.5
6823.HK,HKT-SS,Communication Services,18.93,2.69,,1.22,,0.06,4.13,29.48,0.0,25.0
5411.T,JFE HOLDINGS INC,Basic Materials,12.87,0.46,,0.77,0.05,0.06,0.17,-2.87,0.0,12.5
9602.T,TOHO CO LTD,Communication Services,41.67,3.32,,0.0,0.15,0.01,16.14,81.96,0.0,37.5
BTRW.L,BARRATT REDROW PLC ORD 10P,Consumer Cyclical,38.07,69.41,0.35,0.03,,0.0,-9.01,-26.36,5.72,50.0
2269.T,MEIJI HOLDINGS CO LTD,Consumer Defensive,16.43,1.12,2.05,0.11,0.05,0.03,-1.86,-18.66,0.98,62.5
6920.T,LASERTEC CORP,Technology,15.41,6.21,,0.0,0.47,0.0,-22.97,-46.8,0.0,62.5
7912.T,DAI NIPPON PRINTING CO,Industrials,9.89,0.94,,0.15,0.04,0.02,8.19,2.92,0.0,37.5
7186.T,CONCORDIA FINANCIAL GROUP LTD,Financial Services,14.99,0.93,,0.0,,0.03,15.58,45.97,0.0,37.5
IFT.NZ,Infratil Limited Ordinary Share,Industrials,,1.72,,0.86,,0.02,7.83,11.59,0.0,12.5
7272.T,YAMAHA MOTOR CO,Consumer Cyclical,21.55,0.92,,0.8,0.1,0.05,1.74,-8.47,0.0,25.0
SECU-B.ST,Securitas AB ser. B,Industrials,15.25,2.25,,1.17,0.14,0.03,3.59,32.22,0.0,62.5
IAG,Iamgold Corporation,Basic Materials,5.14,1.27,,0.33,0.22,0.0,8.85,75.23,0.0,50.0
4704.T,TREND MICRO INC,Technology,35.58,9.76,,0.0,0.24,0.02,-13.77,23.02,0.0,37.5
SCHN.SW,SCHINDLER N,Industrials,31.39,6.29,3.34,0.15,0.28,0.02,1.23,29.5,0.6,75.0
LUN.TO,LUNDIN MINING CORP.,Basic Materials,72.36,2.37,,0.1,0.1,0.01,9.79,27.67,0.0,37.5
5019.T,IDEMITSU KOSAN CO.LTD,Energy,12.77,0.71,,0.69,0.04,0.04,9.8,2.04,0.0,25.0
7202.T,ISUZU MOTORS,Consumer Cyclical,18.12,0.99,,0.52,0.13,0.05,2.71,-4.7,0.0,25.0
LHA,,,,,,0.0,,,,,0.0,12.5
H,Hyatt Hotels Corporation,Consumer Cyclical,30.88,3.68,,1.22,0.16,0.0,-7.16,0.53,0.0,50.0
7701.T,SHIMADZU CORP,Technology,18.52,1.99,,0.02,0.08,0.02,0.32,-22.56,0.0,25.0
GET,,,,,,0.0,,,,,0.0,12.5
ELI,95280,,,,,0.0,,,,,0.0,12.5
NIBE-B.ST,NIBE Industrier AB ser. B,Industrials,37.75,3.02,,0.79,0.17,0.01,4.56,3.6,0.0,37.5
IMCD,,,,,,0.0,,,,,0.0,12.5
J36,,,,,,0.0,,,,,0.0,12.5
SBRY.L,SAINSBURY (J) PLC ORD 28 4/7P,Consumer Defensive,16.39,102.01,0.32,0.99,,0.0,4.46,9.99,6.28,50.0
EPI-B.ST,Epiroc AB ser. B,Industrials,23.45,5.47,3.35,0.55,0.33,0.02,-6.18,1.93,0.6,62.5
WPP.L,WPP PLC ORD 10P,Communication Services,7.5,125.09,,1.98,,0.0,-30.34,-46.51,0.0,25.0
SOL.AX,SOUL W.H. FPO [SOL],Financial Services,29.41,1.48,,0.11,,0.02,-0.47,22.06,0.0,25.0
WIX,Wix.com Ltd.,Technology,47.43,-58.36,0.56,0.0,0.43,0.0,-24.06,-24.38,3.57,75.0
